0,0.0
1,0.0
2,-1.0
3,-2.0
4,-2.0
5,0.0
6,0.0
7,0.0
8,-1.0
9,0.0
10,-1.0
11,1.0
12,0.0
13,0.0
14,1.0
15,1.0
16,1.0
17,-1.0
18,-1.0
19,0.0
20,1.0
21,-1.0
22,1.0
23,0.0
24,1.0
25,0.0
26,0.0
27,-1.0
28,1.0
29,0.0
30,-1.0
31,0.0
32,0.0
33,0.0
34,1.0
35,0.0
36,-1.0
37,2.0
38,2.0
39,2.0
40,2.0
41,-1.0
42,0.0
43,0.0
44,0.0
45,-2.0
46,1.0
47,-3.0
48,3.0
49,2.0
50,0.0
51,0.0
52,0.0
53,0.0
54,1.0
55,1.0
56,1.0
57,2.0
58,0.0
59,-1.0
60,1.0
61,0.0
62,3.0
63,1.0
64,2.0
65,2.0
66,1.0
67,-1.0
68,1.0
69,1.0
70,1.0
71,0.0
72,1.0
73,1.0
74,2.0
75,1.0
76,-1.0
77,0.0
78,1.0
79,1.0
80,2.0
81,0.0
82,0.0
83,2.0
84,1.0
85,1.0
86,2.0
87,0.0
88,3.0
89,1.0
90,2.0
91,-1.0
92,0.0
93,-2.0
94,2.0
95,1.0
96,0.0
97,2.0
98,1.0
99,2.0
100,1.0
101,1.0
102,1.0
103,3.0
104,2.0
105,4.0
106,0.0
107,1.0
108,2.0
109,1.0
110,0.0
111,4.0
112,3.0
113,1.0
114,2.0
115,-1.0
116,2.0
117,0.0
118,1.0
119,1.0
120,0.0
121,1.0
122,0.0
123,3.0
124,3.0
125,3.0
126,2.0
127,1.0
128,5.0
129,1.0
130,2.0
131,3.0
132,2.0
133,0.0
134,4.0
135,7.0
136,-1.0
137,1.0
138,1.0
139,0.0
140,2.0
141,0.0
142,3.0
143,-1.0
144,0.0
145,2.0
146,2.0
147,3.0
148,-1.0
149,5.0
150,1.0
151,2.0
152,0.0
153,1.0
154,4.0
155,-2.0
156,1.0
157,0.0
158,3.0
159,1.0
160,4.0
161,3.0
162,2.0
163,1.0
164,0.0
165,3.0
166,1.0
167,3.0
168,4.0
169,6.0
170,7.0
171,1.0
172,4.0
173,4.0
174,3.0
175,5.0
176,3.0
177,3.0
178,4.0
179,6.0
180,3.0
181,3.0
182,8.0
183,2.0
184,2.0
185,1.0
186,4.0
187,2.0
188,4.0
189,8.0
190,5.0
191,2.0
192,0.0
193,3.0
194,4.0
195,6.0
196,-1.0
197,3.0
198,5.0
199,2.0
200,2.0
201,6.0
202,4.0
203,1.0
204,6.0
205,6.0
206,1.0
207,5.0
208,8.0
209,11.0
210,7.0
211,2.0
212,2.0
213,0.0
214,1.0
215,3.0
216,8.0
217,2.0
218,4.0
219,6.0
220,5.0
221,4.0
222,7.0
223,2.0
224,9.0
225,4.0
226,6.0
227,9.0
228,6.0
229,1.0
230,3.0
231,3.0
232,7.0
233,6.0
234,11.0
235,5.0
236,2.0
237,8.0
238,4.0
239,6.0
240,6.0
241,8.0
242,0.0
243,6.0
244,4.0
245,10.0
246,1.0
247,10.0
248,5.0
249,4.0
250,6.0
251,2.0
252,5.0
253,9.0
254,4.0
255,7.0
256,2.0
257,7.0
258,6.0
259,2.0
260,8.0
261,6.0
262,3.0
263,8.0
264,5.0
265,8.0
266,5.0
267,0.0
268,4.0
269,4.0
270,9.0
271,5.0
272,11.0
273,8.0
274,2.0
275,8.0
276,6.0
277,0.0
278,1.0
279,4.0
280,10.0
281,10.0
282,3.0
283,10.0
284,14.0
285,9.0
286,8.0
287,7.0
288,8.0
289,8.0
290,12.0
291,16.0
292,13.0
293,12.0
294,10.0
295,3.0
296,8.0
297,7.0
298,11.0
299,10.0
300,12.0
301,11.0
302,3.0
303,12.0
304,4.0
305,4.0
306,1.0
307,6.0
308,14.0
309,9.0
310,14.0
311,11.0
312,6.0
313,8.0
314,11.0
315,6.0
316,4.0
317,9.0
318,14.0
319,12.0
320,14.0
321,12.0
322,10.0
323,10.0
324,9.0
325,7.0
326,14.0
327,12.0
328,13.0
329,10.0
330,9.0
331,7.0
332,8.0
333,7.0
334,7.0
335,10.0
336,10.0
337,11.0
338,9.0
339,3.0
340,7.0
341,2.0
342,5.0
343,14.0
344,14.0
345,13.0
346,15.0
347,6.0
348,9.0
349,20.0
350,7.0
351,10.0
352,11.0
353,14.0
354,11.0
355,9.0
356,10.0
357,10.0
358,10.0
359,11.0
360,5.0
361,4.0
362,6.0
363,12.0
364,7.0
365,8.0
366,13.0
367,14.0
368,15.0
369,9.0
370,3.0
371,15.0
372,2.0
373,3.0
374,11.0
375,12.0
376,14.0
377,8.0
378,10.0
379,9.0
380,13.0
381,9.0
382,17.0
383,13.0
384,15.0
385,1.0
386,12.0
387,10.0
388,7.0
389,8.0
390,5.0
391,6.0
392,15.0
393,11.0
394,18.0
395,13.0
396,4.0
397,7.0
398,9.0
399,16.0
400,7.0
401,9.0
402,6.0
403,10.0
404,9.0
405,18.0
406,12.0
407,8.0
408,3.0
409,14.0
410,13.0
411,14.0
412,8.0
413,12.0
414,8.0
415,4.0
416,12.0
417,9.0
418,11.0
419,15.0
420,14.0
421,12.0
422,18.0
423,10.0
424,10.0
425,14.0
426,13.0
427,17.0
428,9.0
429,11.0
430,10.0
431,13.0
432,14.0
433,14.0
434,4.0
435,12.0
436,14.0
437,12.0
438,12.0
439,11.0
440,2.0
441,15.0
442,14.0
443,18.0
444,10.0
445,16.0
446,16.0
447,9.0
448,4.0
449,11.0
450,16.0
451,15.0
452,10.0
453,11.0
454,8.0
455,19.0
456,15.0
457,6.0
458,15.0
459,12.0
460,11.0
461,6.0
462,15.0
463,8.0
464,17.0
465,12.0
466,12.0
467,15.0
468,10.0
469,11.0
470,12.0
471,8.0
472,11.0
473,15.0
474,12.0
475,13.0
476,15.0
477,16.0
478,10.0
479,18.0
480,15.0
481,16.0
482,14.0
483,15.0
484,11.0
485,16.0
486,16.0
487,14.0
488,6.0
489,9.0
490,11.0
491,10.0
492,12.0
493,10.0
494,8.0
495,14.0
496,16.0
497,16.0
498,16.0
499,12.0
500,6.0
501,13.0
502,15.0
503,8.0
504,13.0
505,19.0
506,14.0
507,14.0
508,18.0
509,15.0
510,15.0
511,14.0
512,11.0
513,10.0
514,14.0
515,15.0
516,9.0
517,18.0
518,5.0
519,20.0
520,16.0
521,10.0
522,13.0
523,14.0
524,11.0
525,15.0
526,17.0
527,14.0
528,18.0
529,18.0
530,19.0
531,19.0
532,17.0
533,15.0
534,13.0
