0,-1.0
1,1.0
2,0.0
3,0.0
4,-1.0
5,0.0
6,0.0
7,-2.0
8,1.0
9,0.0
10,0.0
11,0.0
12,-3.0
13,1.0
14,0.0
15,2.0
16,-1.0
17,1.0
18,0.0
19,0.0
20,0.0
21,0.0
22,2.0
23,2.0
24,1.0
25,-1.0
26,-5.0
27,0.0
28,-2.0
29,3.0
30,-1.0
31,0.0
32,0.0
33,1.0
34,1.0
35,0.0
36,0.0
37,0.0
38,4.0
39,2.0
40,0.0
41,-1.0
42,0.0
43,0.0
44,1.0
45,3.0
46,-1.0
47,1.0
48,1.0
49,-1.0
50,1.0
51,-1.0
52,0.0
53,2.0
54,0.0
55,-1.0
56,0.0
57,0.0
58,-1.0
59,0.0
60,2.0
61,-1.0
62,0.0
63,-2.0
64,-1.0
65,2.0
66,0.0
67,-1.0
68,1.0
69,2.0
70,1.0
71,1.0
72,1.0
73,0.0
74,-2.0
75,0.0
76,0.0
77,0.0
78,-1.0
79,0.0
80,0.0
81,0.0
82,-1.0
83,-1.0
84,0.0
85,0.0
86,2.0
87,1.0
88,1.0
89,1.0
90,3.0
91,0.0
92,-2.0
93,0.0
94,-2.0
95,0.0
96,0.0
97,0.0
98,2.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,2.0
106,2.0
107,1.0
108,-1.0
109,-1.0
110,0.0
111,0.0
112,2.0
113,-1.0
114,1.0
115,-1.0
116,2.0
117,0.0
118,-1.0
119,-1.0
120,-2.0
121,-2.0
122,2.0
123,-1.0
124,-1.0
125,-1.0
126,2.0
127,2.0
128,-2.0
129,0.0
130,1.0
131,0.0
132,-1.0
133,1.0
134,-1.0
135,4.0
136,1.0
137,0.0
138,1.0
139,0.0
140,0.0
141,0.0
142,2.0
143,1.0
144,1.0
145,0.0
146,3.0
147,0.0
148,0.0
149,-1.0
150,2.0
151,1.0
152,1.0
153,0.0
154,1.0
155,-1.0
156,0.0
157,-1.0
158,2.0
159,-1.0
160,-1.0
161,2.0
162,2.0
163,-1.0
164,-3.0
165,0.0
166,-2.0
167,0.0
168,0.0
169,0.0
170,2.0
171,1.0
172,-1.0
173,2.0
174,0.0
175,1.0
176,0.0
177,-1.0
178,3.0
179,3.0
180,-3.0
181,-3.0
182,0.0
183,0.0
184,-1.0
185,-1.0
186,0.0
187,3.0
188,0.0
189,-1.0
190,1.0
191,0.0
192,2.0
193,0.0
194,1.0
195,1.0
196,1.0
197,1.0
198,-1.0
199,2.0
